brand_name,company_name,industry_name,kmeans_cluster,hierarchical_cluster,dbscan_cluster,segment_label,initial_greenwashing_level,scope12_total,revenues,country_of_origin,electric_vehicles_percent,major_sustainability_award_last5y
Bagel Bites,Kraft Heinz,Processed Foods,0,0,0,CL-01,0.0,959333,26042,United States,1,0
Bai,Keurig,Non-Alcoholic Beverages,0,0,-1,CL-01,0.0,323508,12683,United States,1,0
Baileys Coffee Creamers,HP Hood LLC,Processed Foods,0,0,1,CL-01,1.0,0,2700,Ireland,1,0
Baken-Ets,"PepsiCo, Inc.",Non-Alcoholic Beverages,3,0,-1,CL-01,0.0,4231588,86392,United States,1,0
Baker's Joy,B&G Foods Inc.,Processed Foods,3,0,-1,CL-01,0.0,86441,2056,United States,1,0
Bakers & Chefs,Walmart,Multiline and Specialty Retailers & Distributors,0,0,-1,CL-01,0.0,14620902,611300,United States,1,0
Bakers Chocolate,Kraft Heinz,Processed Foods,3,0,-1,CL-01,0.0,959333,26042,United States,1,0
Bakers Source,Sysco,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,78800,United States,1,0
Bakery Fresh Goodness,Kroger Co.,Food Retailers & Distributors,0,0,3,CL-01,0.0,4894705,42639,United States,1,0
Baker’s,Kroger Co.,Food Retailers & Distributors,3,0,-1,CL-01,0.0,4894705,42639,United States,1,0
Baking Stone Bread,Hy-Vee Food Stores Inc.,Food Retailers & Distributors,0,0,-1,CL-01,1.0,0,12000,United States,1,0
BALANCE,Young Living Essential Oils LC,Household & Personal Products,0,0,1,CL-01,1.0,0,2200,United States,1,0
Ball Park,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,0,CL-01,0.0,5760000,53282,United States,1,0
Ball Park (buns),"Bimbo Bakeries USA, Inc.",Processed Foods,0,0,0,CL-01,0.0,1151090,19800,United States,1,0
Ballatore,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,Italy,1,0
Band-Aid,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,-1,CL-01,0.0,442880,93775,United States,0,0
Banquet,Conagra Brands Inc.,Processed Foods,0,0,0,CL-01,0.0,802107,11500,United States,1,0
Barbara's,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Barber Foods,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Bare Knuckle Stout,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,United States,1,0
Barefoot Bubbly,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Barefoot Cellars,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Barengo Vineyards,Mizkan,Processed Foods,0,0,1,CL-01,1.0,0,2066,United States,1,0
Barissimo Coffee,Aldi U.S.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,121100,United States,1,0
barkTHINS,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Barmen Pilsner,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,Germany,1,0
Barni,"Mondelez International, Inc.",Processed Foods,0,0,1,CL-01,0.0,1185000,28720,Mexico,1,0
Barq's,Coca-Cola Company,Non-Alcoholic Beverages,0,0,-1,CL-01,0.6,1371418,43000,United States,1,0
Bartles & Jaymes,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Basic 4,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Basic Care,Amazon,E-commerce,1,0,-1,CL-01,0.0,17060000,513980,United States,1,0
Basil Hayden's,Suntory Holdings Limited,Alcoholic Beverages,0,0,3,CL-01,0.6,843000,20200,United States,1,0
Basket & Bushel,"Topco Associates, LLC",Processed Foods,0,0,1,CL-01,1.0,0,3500,United States,1,0
Bath & Body Works,"Bath & Body Works, Inc.",Multiline and Specialty Retailers & Distributors,3,0,-1,CL-01,0.0,76545,7429,United States,2,0
Batiste,"Church & Dwight Co., Inc.",Household & Personal Products,0,0,1,CL-01,0.6,99310,5190,United Kingdom,1,0
Bavarian Bakery,J&J Snack Foods Corp.,Processed Foods,0,0,1,CL-01,1.0,0,1145,United States,1,0
Baxter,Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,Canada,1,0
Bayclin,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,Japan,1,0
Bayer,Bayer,Biotechnology & Pharmaceuticals,1,0,-1,CL-01,1.0,0,51558,Germany,1,0
Baygon,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,Indonesia,1,0
Beaconsfield Bread Co.,Hy-Vee Food Stores Inc.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,12000,Canada,1,0
Bear,Lotus Bakeries,Processed Foods,0,0,1,CL-01,1.0,0,1116,China,1,0
Bear Creek Country Kitchens,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Bear Naked,Kellogg,Processed Foods,0,0,1,CL-01,0.0,909000,14181,United States,1,0
Bearface,Mark Anthony Group,Alcoholic Beverages,0,0,3,CL-01,1.0,0,3500,South Korea,1,0
Beatrice,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,0,CL-01,1.0,0,6045,Canada,1,0
Beatrice,Kraft Heinz,Processed Foods,0,0,0,CL-01,0.0,959333,26042,Canada,1,0
Beauty 360,CVS Health,Drug Retailers,1,0,-1,CL-01,0.0,983724,322500,United States,1,0
Beauty Boutique by Shoppers Drug Mart,Loblaw Cos. Ltd.,Food Retailers & Distributors,0,0,3,CL-01,0.6,1114352,56500,Canada,1,0
Bebe Young Care,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,South Korea,1,0
Becks,Anheuser-Busch InBev,Alcoholic Beverages,0,0,-1,CL-01,0.0,3680000,57800,Germany,1,0
Becon Street Cafe,CJ Cheiljedang Corporation,Processed Foods,0,0,1,CL-01,0.0,429374,30000,Canada,1,0
Beef City Black,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Beefsteak,"Bimbo Bakeries USA, Inc.",Processed Foods,0,0,1,CL-01,0.0,1151090,19800,United States,1,0
Beehive,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Beehive Bread & Pastry Co.,Associated Food Stores,Processed Foods,0,0,1,CL-01,0.0,2660014,13884,Canada,1,0
Beer Clean,"Diversey Holdings, Ltd.",Chemicals,1,0,5,CL-01,0.0,24832,2619,United States,1,0
Beggin Strips,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Behold,"Diversey Holdings, Ltd.",Chemicals,1,0,5,CL-01,0.0,24832,2619,United States,1,0
Being Well,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Bel Air,Raley's Supermarkets,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,5300,United States,1,0
Belara,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,United States,1,0
Belfonte,"Prairie Farms Dairy, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,3600,Brazil,1,0
Bella,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,Italy,1,0
Bella & Birdie,Giant Tiger,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2100,United States,1,0
Bella Belara,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,United States,1,0
Bella Sera,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Bellamy's,Mengniu Dairy,"Meat, Poultry, & Dairy",0,0,1,CL-01,1.0,0,13420,Australia,1,0
Belt,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,Germany,1,0
Beltè,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,Italy,1,0
Belvita,"Mondelez International, Inc.",Processed Foods,0,0,1,CL-01,0.0,1185000,28720,United States,1,0
Ben & Jerry's,Unilever PLC,Household & Personal Products,3,0,-1,CL-01,0.0,730000,59388,United States,2,1
Benadryl,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Benavides,"Walgreens Boots Alliance, Inc.",Drug Retailers,1,0,-1,CL-01,0.0,1500000,132509,Mexico,1,0
Beneful,Nestle,Processed Foods,0,0,0,CL-01,0.0,3470000,105520,United States,1,0
Bengay,Johnson & Johnson,Biotechnology & Pharmaceuticals,1,0,4,CL-01,0.0,442880,93775,United States,1,0
Bennett's,TreeHouse Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,326429,3297,United States,1,0
BenRiach,Brown-Forman Corp.,Alcoholic Beverages,0,0,-1,CL-01,0.6,162388,3933,Scotland,1,0
Bent Arm Ale,J.R. Simplot Company,Processed Foods,0,0,1,CL-01,1.0,0,6000,United States,1,0
Bepanthen,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,Germany,1,0
Berkley Jensen,BJ's Wholesale Club,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,396127,19320,United States,1,0
Berna,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,6045,Switzerland,1,0
Bernstein's,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Berocca,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,Australia,1,0
Bertagni,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,Italy,1,0
Bertolli,Conagra Brands Inc.,Processed Foods,3,0,-1,CL-01,0.0,802107,11500,Italy,1,0
Best Buy,Empire Company Ltd. (Sobeys),Food Retailers & Distributors,3,0,-1,CL-01,0.0,632820,22860,United States,1,0
Best Choice,Associated Wholesale Grocers,Food Retailers & Distributors,0,0,7,CL-01,1.0,0,12400,United States,1,0
Best Choice Superior Selections,Associated Wholesale Grocers,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,12400,United States,1,0
Best Market,Lidl U.S.,Food Retailers & Distributors,0,0,3,CL-01,0.0,19521,81,United States,1,0
Best Yet,C&S Wholesale Grocers,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,30000,United States,1,0
Betolli,Mizkan,Processed Foods,0,0,1,CL-01,1.0,0,2066,Italy,1,0
Better Oats,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Better'n Eggs,"Post Holdings, Inc.",Processed Foods,0,0,1,CL-01,0.0,621000,6227,United States,1,0
Betty Crocker,General Mills,Processed Foods,0,0,-1,CL-01,0.0,356300,18993,United States,0,0
Beyond,Nestle,Processed Foods,0,0,0,CL-01,0.0,3470000,105520,United States,1,0
Bibigo,CJ Cheiljedang Corporation,Processed Foods,0,0,1,CL-01,0.0,429374,30000,South Korea,1,0
Big 8's,"Smithfield Foods, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,0.0,3944258,19100,United States,1,0
Big Az,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Big Boy,Zensho,Restaurants,0,0,-1,CL-01,1.0,0,6580,United States,1,0
Big City Reds,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,United States,1,0
Big Daddy's,CJ Cheiljedang Corporation,Processed Foods,0,0,1,CL-01,0.0,429374,30000,United States,1,0
Big G cereals,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Big Gulp,7-Eleven Inc.,Food Retailers & Distributors,0,0,3,CL-01,0.0,2685885,86830,United States,1,0
Big Lots,Big Lots,Food Retailers & Distributors,3,0,-1,CL-01,0.0,219656,5468,United States,1,0
Big T Burgers,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Big Train,Kerry,Processed Foods,0,0,1,CL-01,1.0,0,8000,United States,1,0
Big Win,Rite Aid,Drug Retailers,1,0,-1,CL-01,0.0,319622,5700,United States,1,0
Big Y Foods,Big Y Foods Inc.,Food Retailers & Distributors,3,0,-1,CL-01,1.0,0,2400,United States,1,0
Bigs,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Billy Bee,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,Canada,1,0
Bimbo,"Bimbo Bakeries USA, Inc.",Processed Foods,3,0,-1,CL-01,0.0,1151090,19800,Mexico,1,0
Bio Shout,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
BiPro,Agropur Dairy Cooperative,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,446281,8200,United States,1,0
BirchBerry Bistro,Associated Food Stores,Processed Foods,0,0,1,CL-01,0.0,2660014,13884,Canada,1,0
Birds Eye,Conagra Brands Inc.,Processed Foods,0,0,0,CL-01,0.0,802107,11500,United States,1,0
Birds Eye Voila,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United Kingdom,1,0
Birdy,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,Vietnam,1,0
Biscoff,Lotus Bakeries,Processed Foods,0,0,0,CL-01,1.0,0,1116,Belgium,1,0
Bisquick,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Bistro Deli Classics,K-VA-T Food Stores Inc. (Food City),Food Retailers & Distributors,0,0,3,CL-01,1.0,0,2500,Canada,1,0
Bizim Mutfak,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,Turkey,1,0
BJ's,BJ's Wholesale Club,Multiline and Specialty Retailers & Distributors,3,0,-1,CL-01,0.0,396127,19320,United States,1,0
Black Canyon,"National Beef Packing Company, LLC","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,11600,Thailand,1,0
Black Creek,Saputo Inc.,Processed Foods,0,0,1,CL-01,0.0,879317,12880,Canada,1,0
Black Diamond,Kraft Heinz,Processed Foods,0,0,0,CL-01,0.0,959333,26042,Canada,1,0
Black Forest Real Juicy & Real Good,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Black Label,Hormel Foods Corp.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,657906,11386,United States,1,0
Black Swan,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,Australia,1,0
Blade,CVS Health,Drug Retailers,1,0,-1,CL-01,0.0,983724,322500,United States,1,0
Blak,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,Australia,1,0
Blake's,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Blem,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Blendy,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,Japan,1,0
Block & Barrel,Sysco,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,78800,United States,1,0
Bloom,Young Living Essential Oils LC,Household & Personal Products,0,0,1,CL-01,1.0,0,2200,United States,1,0
Bloom'n Co.,"Topco Associates, LLC",Processed Foods,0,0,1,CL-01,1.0,0,3500,United States,1,0
Blue Apron,Blue Apron,E-commerce,1,0,-1,CL-01,0.0,124000,470,United States,1,0
Blue Basics,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Blue Basics ,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Blue Bonnet,Conagra Brands Inc.,Processed Foods,0,0,1,CL-01,0.0,802107,11500,United States,1,0
Blue Bottle,Nestle,Processed Foods,0,0,0,CL-01,0.0,3470000,105520,United States,1,0
Blue Buffalo,General Mills,Processed Foods,0,0,0,CL-01,0.0,356300,18993,United States,1,0
Blue Bunny,Ferrero Group,Processed Foods,0,0,0,CL-01,0.6,547505,12700,United States,1,0
Blue Bunny,"Wells Enterprises, Inc.",Processed Foods,0,0,0,CL-01,1.0,0,1000,United States,1,0
Blue Diamond Almond Breeze,HP Hood LLC,Processed Foods,0,0,0,CL-01,1.0,0,2700,United States,1,0
Blue Freedom,General Mills,Processed Foods,0,0,1,CL-01,0.0,356300,18993,United States,1,0
Blue Moon Belgian White,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Blue Moon LightSky,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Blue Ribbon Angus,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Blue Ribbon Classics,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Blue Ribbon Fries,J.R. Simplot Company,Processed Foods,0,0,1,CL-01,1.0,0,6000,United States,1,0
Blue Ribbon Rice,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,United States,1,0
Blue Run Spirits,Molson Coors Beverage Company,Alcoholic Beverages,0,0,3,CL-01,0.0,872621,10280,United States,1,0
Bluebird,"Flowers Foods, Inc.",Processed Foods,0,0,1,CL-01,0.0,313426,4331,Australia,1,0
BluePrint,Hain Celestial Group Inc.,Processed Foods,0,0,0,CL-01,0.0,43621,2054,United States,1,0
Boar's Head,"Frank Brunckhorst Company, LLC","Meat, Poultry & Dairy",3,0,-1,CL-01,1.0,0,1200,United States,1,0
Boardwalk,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,3,CL-01,0.0,61558,4700,United States,1,0
Bob Evans,"Post Holdings, Inc.",Processed Foods,3,0,-1,CL-01,0.0,621000,6227,United States,1,0
Bobbi Brown,Estée Lauder Companies Inc.,Household & Personal Products,0,0,0,CL-01,0.6,30800,17737,United States,1,0
Bobbie Brooks,Dollar General,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1987999,34220,United States,1,0
Boboli,"Bimbo Bakeries USA, Inc.",Processed Foods,0,0,1,CL-01,0.0,1151090,19800,United States,1,0
Bobs,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Bodega Elena de Mendoza,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,Spain,1,0
Bodykey,Amway Corporation,Household & Personal Products,0,0,1,CL-01,1.0,0,3500,United States,1,0
bol.com,Ahold Delhaize USA,Food Retailers & Distributors,3,0,-1,CL-01,0.0,2679000,91646,Netherlands,1,0
Bollgard,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Bollgard II XtendFlex Cotton,Bayer,Biotechnology & Pharmaceuticals,1,0,4,CL-01,1.0,0,51558,United States,1,0
Bomb Pop,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Bomb Pops,"Wells Enterprises, Inc.",Processed Foods,0,0,1,CL-01,1.0,0,1000,United States,1,0
Bon Ami,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Bonduelle,Bonduelle N.A.,Processed Foods,0,0,-1,CL-01,0.0,153619,2203,France,1,0
Bonduelle Vapeur,Bonduelle N.A.,Processed Foods,0,0,1,CL-01,0.0,153619,2203,France,1,0
Bonici,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,Argentina,1,0
Bonnita,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,6045,Mexico,1,0
Boone's Farm,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Boost,Nestle,Processed Foods,0,0,0,CL-01,0.0,3470000,105520,United States,1,0
Booth Bros.,HP Hood LLC,Processed Foods,0,0,1,CL-01,1.0,0,2700,United States,1,0
Boots,"Walgreens Boots Alliance, Inc.",Drug Retailers,1,0,-1,CL-01,0.0,1500000,132509,United Kingdom,1,0
Boots & Barkley,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Borden,Borden Dairy Company,Processed Foods,3,0,-1,CL-01,1.0,0,1400,United States,1,0
Borden Cheese,"Dairy Farmers of America, Inc.","Meat, Poultry & Dairy",0,0,0,CL-01,1.0,0,19300,United States,1,0
Borque,Soriana,Food Retailers & Distributors,0,0,3,CL-01,0.0,937508,157000,Mexico,1,0
Bosco's,Tyson Foods Inc.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,5760000,53282,United States,1,0
Boss,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,Japan,1,0
Bosto,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,China,1,0
Boston Beer,"Boston Beer Company, Inc.",Alcoholic Beverages,0,0,7,CL-01,0.0,83299,2058,United States,1,0
Bot Canh,Ajinomoto,Processed Foods,0,0,1,CL-01,1.0,0,969,Vietnam,1,0
Botanical Effects,Mary Kay Inc.,Household & Personal Products,0,0,1,CL-01,1.0,0,2800,Canada,1,0
Bottle Caps the Soda Pop Candy,Ferrero Group,Processed Foods,0,0,1,CL-01,0.6,547505,12700,United States,1,0
Boulder Canyon,"Utz Brands, Inc.",Processed Foods,0,0,1,CL-01,0.0,108188,1181,United States,1,0
Bounce,Procter & Gamble Company,Household & Personal Products,0,0,1,CL-01,0.0,2315748,80187,United States,1,0
Bounty,Procter & Gamble Company,Household & Personal Products,0,0,0,CL-01,0.0,2315748,80187,United States,1,0
Bourjois,Coty Inc.,Household & Personal Products,0,0,0,CL-01,0.0,10353,5304,France,1,0
Bowl & Basket,Wakefern Food Corp.,Food Retailers & Distributors,0,0,3,CL-01,1.0,0,18600,United States,1,0
Boxing Cat,Anheuser-Busch InBev,Alcoholic Beverages,0,0,3,CL-01,0.0,3680000,57800,China,1,0
Bozzano,Coty Inc.,Household & Personal Products,0,0,1,CL-01,0.0,10353,5304,Brazil,1,0
Bozzuto's,Bozzuto's Inc,Processed Foods,0,0,1,CL-01,1.0,0,3100,United States,1,0
Brach's,Ferrero Group,Processed Foods,0,0,0,CL-01,0.6,547505,12700,United States,1,0
Brahma,Anheuser-Busch InBev,Alcoholic Beverages,0,0,-1,CL-01,0.0,3680000,57800,Brazil,1,0
Bramley's,Save-A-Lot Corp.,Food Retailers & Distributors,0,0,-1,CL-01,0.0,61558,4700,United Kingdom,1,0
Brancaia,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,Italy,1,0
Brand Aromatics,McCormick & Company,Processed Foods,0,0,1,CL-01,0.0,96615,6318,Canada,1,0
Brauhaus,J&J Snack Foods Corp.,Processed Foods,0,0,1,CL-01,1.0,0,1145,Germany,1,0
Braun,Procter & Gamble Company,Household & Personal Products,0,0,0,CL-01,0.0,2315748,80187,Germany,1,0
Bravo,"S. C. Johnson & Son, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,11000,United States,1,0
Bread Garden Go,Premium Brands Holdings Corp.,Processed Foods,0,0,1,CL-01,0.0,81984,6300,Canada,1,0
Bread Ready,Hormel Foods Corp.,"Meat, Poultry & Dairy",0,0,1,CL-01,0.0,657906,11386,United States,1,0
Breaka,Parmalat S.p.A.,"Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,6045,United Kingdom,1,0
Breakstone's Butter,"Dairy Farmers of America, Inc.","Meat, Poultry & Dairy",0,0,1,CL-01,1.0,0,19300,United States,1,0
Breakstones,Kraft Heinz,Processed Foods,0,0,0,CL-01,0.0,959333,26042,United States,1,0
Breath Savers,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Breeze,Nestle,Processed Foods,0,0,1,CL-01,0.0,3470000,105520,United States,1,0
Brer Rabbit,B&G Foods Inc.,Processed Foods,0,0,1,CL-01,0.0,86441,2056,United States,1,0
Bretas,Cencosud,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,727466,14283,Brazil,1,0
Brew City,McCain Foods USA,Processed Foods,0,0,1,CL-01,0.6,1315973,8000,United States,1,0
Breyers,Unilever PLC,Household & Personal Products,0,0,0,CL-01,0.0,730000,59388,United States,1,0
Bridge Mixture,Hershey Company,Processed Foods,0,0,1,CL-01,0.0,247850,8971,United States,1,0
Bridlewood Estate Winery,"E. & J. Gallo Winery, Inc.",Alcoholic Beverages,0,0,3,CL-01,1.0,0,5200,United States,1,0
Brigham's Ice Cream,HP Hood LLC,Processed Foods,0,0,0,CL-01,1.0,0,2700,United States,1,0
Bright & Early,Coca-Cola Company,Non-Alcoholic Beverages,0,0,3,CL-01,0.6,1371418,43000,United States,1,0
Bright Tea Co.,"Mars, Incorporated",Processed Foods,0,0,1,CL-01,1.0,0,40000,China,1,0
Brightroom,Target,Multiline and Specialty Retailers & Distributors,0,0,3,CL-01,0.0,1671179,109120,United States,1,0
Brillante,Ebro Foods,Processed Foods,0,0,1,CL-01,0.0,274152,2897,Mexico,1,0
Brioss,Ferrero Group,Processed Foods,0,0,0,CL-01,0.6,547505,12700,Brazil,1,0
Brita,Clorox Company,Household & Personal Products,0,0,0,CL-01,0.0,91887,7107,Germany,1,0
Britney Spears Fragrances,"Revlon, Inc.",Household & Personal Products,0,0,1,CL-01,1.0,0,2079,United States,1,0
Brooks,Conagra Brands Inc.,Processed Foods,3,0,-1,CL-01,0.0,802107,11500,United States,1,0
Brooks Northern Meat Shoppe,JBS USA,"Meat, Poultry & Dairy",0,0,2,CL-01,0.0,5558685,374900,United States,1,0
Brookshire Brothers,Brookshire Brothers,Food Retailers & Distributors,3,0,-1,CL-01,1.0,0,2000,United States,1,0
Brookshire Brothers Express,Brookshire Brothers,Food Retailers & Distributors,0,0,7,CL-01,1.0,0,2000,United States,1,0
Brookshire Brothers Pharmacy,Brookshire Brothers,Food Retailers & Distributors,0,0,7,CL-01,1.0,0,2000,United States,1,0
Brookshire Grocery,Brookshire Grocery Co.,Food Retailers & Distributors,3,0,-1,CL-01,1.0,0,2700,United States,1,0
